epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,476.832,1.2076,1.18372,1.74394,0.92632,0.94703,0.96079,0.7352,0.97661,0.73191,1.61193,0.000127467,0.000127467,0.000127467
186,479.321,1.17129,1.14638,1.71943,0.9224,0.94596,0.96192,0.72786,1.01853,0.73462,1.66003,0.000120393,0.000120393,0.000120393
187,481.816,1.13283,1.1344,1.67631,0.9293,0.92162,0.95869,0.70879,0.99373,0.75481,1.62786,0.00011332,0.00011332,0.00011332
188,484.297,1.21072,1.16787,1.72841,0.92881,0.93679,0.95752,0.71937,0.97459,0.76459,1.60549,0.000106246,0.000106246,0.000106246
189,486.823,1.15814,1.13444,1.69108,0.93502,0.93797,0.95906,0.71851,0.95035,0.73914,1.58437,9.91726e-05,9.91726e-05,9.91726e-05
190,489.339,1.14767,1.10184,1.67431,0.93426,0.94138,0.96147,0.73825,0.95433,0.72261,1.59483,9.20991e-05,9.20991e-05,9.20991e-05
191,512.691,1.06826,1.14757,1.74078,0.93934,0.91628,0.96142,0.74611,0.96147,0.72354,1.59401,8.50255e-05,8.50255e-05,8.50255e-05
192,515.243,1.0094,1.02884,1.67315,0.94337,0.90749,0.95979,0.74009,0.97452,0.71959,1.59669,7.7952e-05,7.7952e-05,7.7952e-05
193,517.798,1.07946,1.19065,1.76376,0.92545,0.90749,0.95526,0.72651,0.98373,0.73383,1.60211,7.08784e-05,7.08784e-05,7.08784e-05
194,520.35,1.07753,1.06551,1.71389,0.93927,0.90715,0.95582,0.73619,0.96405,0.72042,1.59169,6.38049e-05,6.38049e-05,6.38049e-05
195,522.892,1.00936,0.93474,1.66254,0.96123,0.90629,0.96041,0.73759,0.96348,0.70626,1.58877,5.67313e-05,5.67313e-05,5.67313e-05
196,525.431,0.91968,0.88958,1.60012,0.96567,0.91081,0.96062,0.7201,0.9838,0.71294,1.60744,4.96578e-05,4.96578e-05,4.96578e-05
197,527.958,0.9989,0.99174,1.65682,0.97622,0.89816,0.96216,0.71971,1.00498,0.72998,1.62857,4.25842e-05,4.25842e-05,4.25842e-05
198,530.441,1.05853,1.03387,1.72607,0.92039,0.94703,0.96017,0.7113,1.01053,0.75274,1.62957,3.55107e-05,3.55107e-05,3.55107e-05
199,532.945,1.04492,0.93307,1.6915,0.93009,0.93438,0.96062,0.71827,0.99987,0.74748,1.62092,2.84371e-05,2.84371e-05,2.84371e-05
200,535.454,0.99563,0.94478,1.6727,0.94024,0.92544,0.96127,0.72624,0.97764,0.72848,1.5989,2.13636e-05,2.13636e-05,2.13636e-05
