epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,516.862,1.20674,1.19177,1.74919,0.87228,0.90899,0.96487,0.69524,0.98857,0.69372,1.708,0.000902728,0.000902728,0.000902728
188,519.662,1.30084,1.25901,1.82625,0.93881,0.95157,0.96995,0.66796,0.9917,0.68886,1.69507,0.000899898,0.000899898,0.000899898
189,522.56,1.19493,1.18181,1.73924,0.93098,0.92395,0.94694,0.67637,1.00451,0.71105,1.69976,0.000897069,0.000897069,0.000897069
190,525.152,1.23337,1.19229,1.76145,0.95973,0.94395,0.98205,0.67414,1.07174,0.68992,1.82778,0.00089424,0.00089424,0.00089424
191,527.774,1.18907,1.17785,1.76641,0.94412,0.96657,0.98954,0.71398,0.97277,0.62284,1.679,0.00089141,0.00089141,0.00089141
192,530.396,1.25659,1.24311,1.80886,0.94579,0.92848,0.96718,0.68549,0.97836,0.6674,1.67003,0.000888581,0.000888581,0.000888581
193,533.113,1.23069,1.20045,1.7939,0.93125,0.87962,0.93936,0.64045,1.06325,0.75103,1.77649,0.000885751,0.000885751,0.000885751
194,535.746,1.24724,1.16454,1.78271,0.93983,0.8679,0.93272,0.65137,0.96381,0.75148,1.66349,0.000882922,0.000882922,0.000882922
195,538.365,1.16256,1.13983,1.72237,0.91224,0.92006,0.95435,0.71802,0.85971,0.66064,1.55472,0.000880093,0.000880093,0.000880093
196,541.003,1.23425,1.17966,1.77123,0.924,0.94723,0.96075,0.66002,0.99085,0.68424,1.6773,0.000877263,0.000877263,0.000877263
197,543.639,1.17474,1.15017,1.73897,0.94707,0.90858,0.97933,0.67858,0.98193,0.69397,1.66789,0.000874434,0.000874434,0.000874434
198,546.396,1.22212,1.17485,1.74409,0.94506,0.89046,0.96691,0.71124,0.87785,0.65693,1.60426,0.000871604,0.000871604,0.000871604
199,549.117,1.19443,1.12721,1.76619,0.94737,0.91389,0.9593,0.70479,0.88919,0.64186,1.60282,0.000868775,0.000868775,0.000868775
200,551.792,1.15033,1.08136,1.71964,0.91158,0.91129,0.9588,0.66207,1.00084,0.69238,1.70068,0.000865945,0.000865945,0.000865945
201,554.511,1.15928,1.19805,1.67269,0.9059,0.93421,0.96022,0.66954,0.98452,0.69536,1.72407,0.000863116,0.000863116,0.000863116
202,557.221,1.20877,1.22182,1.74797,0.96838,0.90258,0.9713,0.68594,1.00128,0.64821,1.70948,0.000860287,0.000860287,0.000860287
203,559.95,1.15569,1.10894,1.72038,0.96666,0.95676,0.98289,0.71792,0.90421,0.6438,1.63506,0.000857457,0.000857457,0.000857457
204,562.552,1.19158,1.22158,1.73976,0.96055,0.9253,0.97167,0.68761,0.94368,0.6876,1.64983,0.000854628,0.000854628,0.000854628
205,565.308,1.19743,1.17282,1.759,0.97143,0.95384,0.98416,0.72354,0.86953,0.61866,1.5698,0.000851798,0.000851798,0.000851798
206,568.033,1.11988,1.10869,1.69834,0.93332,0.91005,0.94847,0.70886,0.92987,0.60919,1.61432,0.000848969,0.000848969,0.000848969
207,570.867,1.1089,1.12966,1.66551,0.94832,0.91217,0.96773,0.69201,0.97997,0.61457,1.66623,0.000846139,0.000846139,0.000846139
208,573.639,1.16193,1.12392,1.69108,0.95665,0.93052,0.96003,0.70764,0.9243,0.60013,1.60036,0.00084331,0.00084331,0.00084331
209,576.429,1.18645,1.14339,1.71843,0.91299,0.94878,0.95795,0.68565,0.9768,0.62363,1.64808,0.000840481,0.000840481,0.000840481
210,579.479,1.15579,1.06314,1.7154,0.90315,0.93183,0.95986,0.71108,0.89038,0.60475,1.58505,0.000837651,0.000837651,0.000837651
211,582.716,1.17484,1.18132,1.71105,0.95564,0.97161,0.98842,0.70991,0.91676,0.61779,1.61291,0.000834822,0.000834822,0.000834822
212,585.777,1.14681,1.14885,1.68794,0.92989,0.96714,0.98197,0.67066,0.99792,0.75621,1.71795,0.000831992,0.000831992,0.000831992
213,588.852,1.16158,1.09905,1.7068,0.92326,0.95374,0.97312,0.72865,0.92527,0.65475,1.64002,0.000829163,0.000829163,0.000829163
214,591.717,1.1818,1.13258,1.73086,0.94473,0.93267,0.9787,0.72349,0.94468,0.63182,1.61856,0.000826334,0.000826334,0.000826334
215,594.932,1.14937,1.05648,1.70508,0.95249,0.93172,0.97931,0.71185,0.93166,0.73072,1.60072,0.000823504,0.000823504,0.000823504
216,598.109,1.13219,1.22399,1.69538,0.96426,0.9162,0.98253,0.72262,0.90992,0.6866,1.59538,0.000820675,0.000820675,0.000820675
217,601.06,1.15205,1.07226,1.70845,0.92478,0.93533,0.95733,0.68911,0.93923,0.68846,1.63834,0.000817845,0.000817845,0.000817845
218,603.824,1.21248,1.15868,1.72692,0.93895,0.9272,0.96631,0.70587,0.88221,0.65744,1.59148,0.000815016,0.000815016,0.000815016
219,606.749,1.12722,1.08897,1.68487,0.93762,0.92616,0.95388,0.69538,0.96503,0.66968,1.65618,0.000812186,0.000812186,0.000812186
220,609.436,1.20769,1.20654,1.75416,0.93156,0.93894,0.9651,0.69598,0.98196,0.68329,1.67517,0.000809357,0.000809357,0.000809357
221,612.044,1.22187,1.16274,1.75687,0.96087,0.91997,0.97983,0.68362,0.93855,0.66267,1.62728,0.000806528,0.000806528,0.000806528
222,614.743,1.17775,1.18069,1.74462,1,0.8921,0.96898,0.6978,0.94928,0.63371,1.6485,0.000803698,0.000803698,0.000803698
223,617.395,1.17875,1.12505,1.72811,0.96092,0.9484,0.97703,0.77051,0.83405,0.5583,1.52034,0.000800869,0.000800869,0.000800869
224,620.097,1.17687,1.11801,1.73588,0.91521,0.96352,0.97487,0.72349,0.91853,0.59834,1.60544,0.000798039,0.000798039,0.000798039
225,622.758,1.14002,1.0804,1.67186,0.94946,0.91258,0.97995,0.7151,0.94807,0.63046,1.62121,0.00079521,0.00079521,0.00079521
226,625.429,1.16281,1.07535,1.7033,0.94507,0.93313,0.96528,0.7069,0.94524,0.63201,1.61058,0.00079238,0.00079238,0.00079238
227,628.097,1.22251,1.21421,1.77337,0.97468,0.97015,0.99026,0.71865,0.90995,0.58309,1.61365,0.000789551,0.000789551,0.000789551
228,630.707,1.10943,1.07632,1.64746,0.92247,0.98436,0.9866,0.7519,0.91031,0.59972,1.58524,0.000786722,0.000786722,0.000786722
229,633.369,1.20635,1.13999,1.75318,0.9368,0.97367,0.99075,0.74995,0.86297,0.61796,1.54542,0.000783892,0.000783892,0.000783892
230,636.022,1.16672,1.10704,1.68244,0.9603,0.97495,0.99197,0.72919,0.8888,0.6101,1.61902,0.000781063,0.000781063,0.000781063
231,638.638,1.10013,1.03866,1.66408,0.94282,0.93853,0.97945,0.72981,0.87548,0.60451,1.53579,0.000778233,0.000778233,0.000778233
232,641.239,1.13389,1.08172,1.67295,0.94624,0.98245,0.98874,0.72012,0.92709,0.59826,1.57832,0.000775404,0.000775404,0.000775404
233,643.906,1.13747,1.11383,1.68008,0.95495,0.97907,0.98873,0.73068,0.88517,0.60125,1.58008,0.000772575,0.000772575,0.000772575
234,646.541,1.13783,1.10427,1.69116,0.95618,0.95008,0.98366,0.71808,0.87187,0.58159,1.55911,0.000769745,0.000769745,0.000769745
235,649.206,1.07153,0.97541,1.63938,0.94281,0.89223,0.94288,0.7236,0.87333,0.60905,1.55329,0.000766916,0.000766916,0.000766916
236,651.922,1.06319,0.97744,1.62101,0.96277,0.91055,0.96489,0.72422,0.91978,0.58017,1.61362,0.000764086,0.000764086,0.000764086
237,654.583,1.11822,1.02403,1.64749,0.95511,0.93502,0.96871,0.69718,1.0087,0.61603,1.72606,0.000761257,0.000761257,0.000761257
238,657.327,1.15028,1.04811,1.71048,0.90826,0.94641,0.96118,0.69726,1.02211,0.63995,1.684,0.000758427,0.000758427,0.000758427
239,660.03,1.14984,1.04981,1.67525,0.96316,0.9734,0.99309,0.76081,0.86083,0.56132,1.51553,0.000755598,0.000755598,0.000755598
240,662.693,1.10131,1.00363,1.65292,0.96329,0.97481,0.98412,0.75698,0.83414,0.61098,1.49676,0.000752769,0.000752769,0.000752769
241,665.389,1.17901,1.06959,1.67767,0.95383,0.93573,0.96167,0.73928,0.83194,0.57294,1.47227,0.000749939,0.000749939,0.000749939
242,668.1,1.11197,1.04191,1.64901,0.93954,0.91634,0.96582,0.73619,0.85142,0.56191,1.5299,0.00074711,0.00074711,0.00074711
243,670.733,1.12535,1.12608,1.67002,0.97097,0.95254,0.98237,0.75821,0.82482,0.54335,1.51253,0.00074428,0.00074428,0.00074428
244,673.359,1.092,1.06013,1.66061,0.97173,0.92043,0.97596,0.75646,0.82888,0.56387,1.49492,0.000741451,0.000741451,0.000741451
245,675.981,1.03448,0.9454,1.59335,0.95339,0.93671,0.97955,0.75327,0.85027,0.56231,1.51973,0.000738622,0.000738622,0.000738622
246,678.597,1.08797,0.99231,1.62325,0.96693,0.9126,0.97424,0.77165,0.77747,0.54384,1.45965,0.000735792,0.000735792,0.000735792
247,681.259,1.04512,1.02578,1.61762,0.96536,0.9508,0.97482,0.74698,0.81919,0.56598,1.49343,0.000732963,0.000732963,0.000732963
248,683.846,1.08043,0.98769,1.60715,0.9694,0.98485,0.98412,0.75754,0.8288,0.55436,1.52526,0.000730133,0.000730133,0.000730133
249,686.449,1.12908,0.99767,1.66147,0.94596,0.96473,0.97815,0.75752,0.82976,0.55605,1.49168,0.000727304,0.000727304,0.000727304
250,689.242,1.14594,1.02343,1.68878,0.97279,0.92154,0.9807,0.75105,0.82545,0.57496,1.45071,0.000724474,0.000724474,0.000724474
251,691.996,1.12961,1.05299,1.67045,0.97505,0.93665,0.97653,0.7564,0.79338,0.54485,1.46029,0.000721645,0.000721645,0.000721645
252,694.621,1.16253,1.022,1.7094,0.98807,0.93213,0.97668,0.75826,0.79811,0.51427,1.48281,0.000718816,0.000718816,0.000718816
253,697.25,1.06621,1.00276,1.64121,0.97355,0.93511,0.98537,0.75893,0.80553,0.52293,1.47912,0.000715986,0.000715986,0.000715986
254,699.877,1.08742,0.98843,1.63697,0.96204,0.93395,0.97401,0.75299,0.81121,0.53922,1.48244,0.000713157,0.000713157,0.000713157
255,702.56,1.1127,1.003,1.64978,0.9606,0.97356,0.99231,0.75979,0.80265,0.52651,1.46694,0.000710327,0.000710327,0.000710327
256,705.235,1.10062,0.95001,1.63662,0.98037,0.93896,0.99197,0.78405,0.78162,0.53423,1.43697,0.000707498,0.000707498,0.000707498
257,707.972,1.04836,0.93834,1.59328,0.96836,0.96281,0.98819,0.79125,0.77033,0.51258,1.43778,0.000704668,0.000704668,0.000704668
258,710.619,1.0775,0.97349,1.60863,0.98598,0.95016,0.98846,0.78181,0.74718,0.55012,1.39755,0.000701839,0.000701839,0.000701839
259,713.256,1.09329,1.00191,1.62912,0.98665,0.95176,0.97988,0.76896,0.78449,0.59448,1.43015,0.00069901,0.00069901,0.00069901
260,715.937,1.11438,0.96439,1.62561,0.98705,0.94736,0.98474,0.77005,0.79772,0.55209,1.44148,0.00069618,0.00069618,0.00069618
261,718.621,1.07397,0.92834,1.62431,0.9634,0.95605,0.97989,0.74292,0.82035,0.55297,1.43941,0.000693351,0.000693351,0.000693351
262,721.317,1.14499,0.9828,1.65874,0.95258,0.98046,0.9902,0.74084,0.83252,0.54905,1.47908,0.000690521,0.000690521,0.000690521
263,723.919,1.09787,1.01619,1.60373,0.96082,0.96916,0.98694,0.75064,0.82648,0.55944,1.50144,0.000687692,0.000687692,0.000687692
264,726.543,1.13331,1.07374,1.67698,0.96893,0.96351,0.99033,0.78338,0.77462,0.53307,1.43238,0.000684863,0.000684863,0.000684863
265,729.12,1.15782,0.9762,1.66687,0.9573,0.96351,0.98223,0.7593,0.83344,0.52047,1.47551,0.000682033,0.000682033,0.000682033
266,731.673,1.11492,1.03799,1.65705,0.97673,0.95196,0.98396,0.76687,0.79067,0.52353,1.44951,0.000679204,0.000679204,0.000679204
267,734.289,0.98203,0.85235,1.5279,0.93049,0.96869,0.97915,0.7502,0.83859,0.52759,1.49199,0.000676374,0.000676374,0.000676374
268,736.814,1.10379,1.01031,1.64248,0.95464,0.94158,0.97867,0.73975,0.84971,0.54197,1.49677,0.000673545,0.000673545,0.000673545
269,739.368,1.0565,0.95974,1.58351,0.971,0.9502,0.98138,0.7794,0.75973,0.50379,1.40531,0.000670715,0.000670715,0.000670715
270,742.051,1.05946,0.9286,1.57572,0.98046,0.9366,0.98646,0.78242,0.77225,0.46712,1.39329,0.000667886,0.000667886,0.000667886
271,744.682,1.04078,1.02507,1.6021,0.98204,0.93941,0.98809,0.7945,0.77866,0.48816,1.39354,0.000665057,0.000665057,0.000665057
272,747.298,1.03031,0.94004,1.56841,0.97275,0.94078,0.98065,0.77795,0.76517,0.51087,1.391,0.000662227,0.000662227,0.000662227
273,749.861,1.06345,0.93386,1.59079,0.95972,0.96159,0.98591,0.76766,0.78582,0.50618,1.41054,0.000659398,0.000659398,0.000659398
274,752.456,1.05264,0.93502,1.59174,0.96365,0.97913,0.98561,0.78884,0.7555,0.48802,1.38211,0.000656568,0.000656568,0.000656568
275,755.025,1.0826,0.96895,1.65448,0.97186,0.97744,0.98308,0.78983,0.73527,0.47995,1.35125,0.000653739,0.000653739,0.000653739
276,757.646,1.07728,0.94583,1.58449,0.97543,0.98046,0.98383,0.77393,0.77761,0.4794,1.40731,0.000650909,0.000650909,0.000650909
277,760.206,1.10224,0.97078,1.62248,0.98057,0.95557,0.98409,0.77439,0.80171,0.48805,1.45314,0.00064808,0.00064808,0.00064808
278,762.841,1.06905,0.98913,1.58542,0.97393,0.95294,0.98979,0.78622,0.76078,0.49795,1.41441,0.000645251,0.000645251,0.000645251
279,765.397,1.06819,0.93367,1.62717,0.98891,0.95501,0.98085,0.77905,0.76367,0.502,1.40817,0.000642421,0.000642421,0.000642421
280,767.965,1.03133,0.91838,1.56116,0.98817,0.96728,0.98035,0.78519,0.72517,0.47886,1.35977,0.000639592,0.000639592,0.000639592
281,770.523,1.08498,0.95032,1.61617,0.99445,0.9556,0.98491,0.78226,0.76683,0.49334,1.40871,0.000636762,0.000636762,0.000636762
282,773.103,1.00815,0.93205,1.56402,0.98407,0.959,0.98839,0.76553,0.81393,0.50918,1.47116,0.000633933,0.000633933,0.000633933
283,775.653,1.07973,0.94945,1.61977,0.97486,0.96351,0.97986,0.76628,0.7688,0.50855,1.42598,0.000631104,0.000631104,0.000631104
284,778.218,1.10081,0.99266,1.62909,0.97392,0.95071,0.97306,0.76659,0.74754,0.51543,1.38185,0.000628274,0.000628274,0.000628274
285,780.82,0.97343,0.86583,1.51151,0.96571,0.97507,0.98277,0.7807,0.74954,0.49442,1.40618,0.000625445,0.000625445,0.000625445
286,783.342,1.03263,0.92237,1.57713,0.97741,0.94502,0.98489,0.79742,0.74517,0.50338,1.41687,0.000622615,0.000622615,0.000622615
287,785.996,0.99057,0.89417,1.53773,0.97235,0.96691,0.9862,0.77712,0.75325,0.49811,1.41306,0.000619786,0.000619786,0.000619786
288,788.599,1.05973,0.97524,1.59509,0.98145,0.98039,0.98315,0.76244,0.8011,0.52791,1.47776,0.000616956,0.000616956,0.000616956
289,791.188,0.98657,0.87966,1.53924,0.98177,0.98046,0.98462,0.78693,0.73817,0.49216,1.39458,0.000614127,0.000614127,0.000614127
290,793.796,1.0822,0.98456,1.59267,0.96977,0.95612,0.96637,0.78321,0.72537,0.50659,1.35284,0.000611298,0.000611298,0.000611298
291,796.347,1.05464,0.95611,1.59642,0.95738,0.95631,0.96724,0.7767,0.79171,0.51275,1.41703,0.000608468,0.000608468,0.000608468
292,798.93,1.02471,0.89024,1.55455,0.94477,0.9604,0.96723,0.76897,0.78926,0.49518,1.438,0.000605639,0.000605639,0.000605639
293,801.547,0.9752,0.88447,1.53447,0.96237,0.97693,0.98114,0.79026,0.71764,0.46872,1.34946,0.000602809,0.000602809,0.000602809
294,804.239,1.02128,0.92907,1.5328,0.98479,0.96225,0.98222,0.78864,0.7373,0.46153,1.35947,0.00059998,0.00059998,0.00059998
295,806.825,1.00614,0.92197,1.54434,0.98757,0.95089,0.98065,0.76861,0.75052,0.49603,1.38046,0.000597151,0.000597151,0.000597151
296,809.558,1.05673,0.95141,1.60248,0.94736,0.97862,0.98317,0.76748,0.77604,0.51545,1.39967,0.000594321,0.000594321,0.000594321
297,812.17,1.02336,0.91163,1.57099,0.96392,0.95848,0.98344,0.78056,0.7661,0.50172,1.39654,0.000591492,0.000591492,0.000591492
298,814.821,1.01711,0.93837,1.55067,0.96474,0.97359,0.98313,0.79394,0.73064,0.46255,1.36861,0.000588662,0.000588662,0.000588662
299,817.486,1.02442,0.96123,1.59276,0.98193,0.97783,0.98218,0.79845,0.71919,0.46611,1.34387,0.000585833,0.000585833,0.000585833
300,820.041,1.05533,0.88575,1.57398,0.97408,0.97481,0.98719,0.81822,0.68506,0.46786,1.31854,0.000583003,0.000583003,0.000583003
301,822.715,1.03474,0.91695,1.56621,0.97116,0.97498,0.98598,0.81741,0.66697,0.48165,1.31356,0.000580174,0.000580174,0.000580174
302,825.262,1.01738,0.88785,1.54744,0.95601,0.9764,0.98007,0.81098,0.69423,0.4767,1.31886,0.000577345,0.000577345,0.000577345
303,827.791,0.98569,0.90553,1.53737,0.94493,0.95764,0.96543,0.80277,0.69391,0.45957,1.31702,0.000574515,0.000574515,0.000574515
304,830.337,0.99914,0.83178,1.54183,0.98099,0.94593,0.98738,0.80046,0.724,0.45543,1.37663,0.000571686,0.000571686,0.000571686
305,832.963,1.05875,0.94642,1.60684,0.98238,0.94723,0.97829,0.80789,0.69968,0.45724,1.33752,0.000568856,0.000568856,0.000568856
306,835.48,0.95696,0.84842,1.5156,0.97404,0.96268,0.98085,0.80383,0.67781,0.47007,1.28052,0.000566027,0.000566027,0.000566027
307,837.993,1.00403,0.90511,1.53273,0.98038,0.97296,0.98232,0.78657,0.73311,0.45736,1.34661,0.000563197,0.000563197,0.000563197
308,840.584,0.97972,0.89909,1.5381,0.96397,0.98034,0.98338,0.78272,0.7478,0.46812,1.39281,0.000560368,0.000560368,0.000560368
309,843.131,0.9973,0.90665,1.52412,0.95819,0.97481,0.98112,0.81272,0.66694,0.45579,1.30274,0.000557539,0.000557539,0.000557539
310,845.645,0.98818,0.89871,1.53041,0.98493,0.95305,0.98562,0.80667,0.69745,0.46163,1.33508,0.000554709,0.000554709,0.000554709
311,848.16,1.05688,0.90937,1.56786,0.93435,0.98046,0.98547,0.79662,0.70406,0.49011,1.33752,0.00055188,0.00055188,0.00055188
312,850.767,1.04737,0.92542,1.57105,0.97743,0.97584,0.985,0.81092,0.68261,0.46669,1.30067,0.00054905,0.00054905,0.00054905
313,853.291,0.99227,0.86744,1.53755,0.96599,0.9769,0.98493,0.81024,0.68039,0.46729,1.31089,0.000546221,0.000546221,0.000546221
314,855.871,0.96642,0.89453,1.52256,0.96045,0.98378,0.98639,0.81261,0.68934,0.47603,1.32876,0.000543392,0.000543392,0.000543392
315,858.491,0.97137,0.88821,1.50596,0.96005,0.98046,0.98573,0.8033,0.69104,0.45916,1.30614,0.000540562,0.000540562,0.000540562
316,861.039,1.04337,0.9308,1.55562,0.97645,0.97989,0.98515,0.82179,0.66616,0.45447,1.29393,0.000537733,0.000537733,0.000537733
317,863.627,0.95155,0.82895,1.47467,0.9642,0.98046,0.98336,0.81567,0.64583,0.47131,1.26957,0.000534903,0.000534903,0.000534903
318,866.245,0.97952,0.85911,1.50072,0.97966,0.98032,0.98337,0.82746,0.64,0.45722,1.25098,0.000532074,0.000532074,0.000532074
319,868.866,0.92289,0.82204,1.46657,0.97486,0.98249,0.98107,0.81621,0.64805,0.45441,1.26125,0.000529244,0.000529244,0.000529244
320,871.401,0.98196,0.87121,1.53888,0.97657,0.98421,0.98583,0.80751,0.66534,0.44927,1.27564,0.000526415,0.000526415,0.000526415
321,873.984,0.97055,0.84014,1.50312,0.97725,0.98611,0.9824,0.81276,0.67434,0.43772,1.28617,0.000523586,0.000523586,0.000523586
322,876.541,0.9326,0.83443,1.48704,0.98009,0.9825,0.98267,0.83159,0.67842,0.44328,1.30386,0.000520756,0.000520756,0.000520756
323,879.066,0.99947,0.82731,1.54348,0.99217,0.97349,0.99034,0.8335,0.67143,0.42314,1.29616,0.000517927,0.000517927,0.000517927
324,881.714,1.02261,0.89999,1.56664,0.97505,0.98095,0.9884,0.82395,0.67326,0.44124,1.28905,0.000515097,0.000515097,0.000515097
325,884.324,0.94007,0.82265,1.48541,0.97935,0.98046,0.98511,0.82599,0.67936,0.44569,1.31617,0.000512268,0.000512268,0.000512268
326,886.883,0.96243,0.82768,1.50755,0.98365,0.97885,0.98622,0.82987,0.65891,0.42865,1.29604,0.000509438,0.000509438,0.000509438
327,889.461,0.947,0.97349,1.49768,0.98341,0.96598,0.98939,0.83399,0.65494,0.4411,1.29164,0.000506609,0.000506609,0.000506609
328,892.03,0.98783,0.90072,1.5246,0.96946,0.96831,0.99234,0.83111,0.63516,0.44957,1.27769,0.00050378,0.00050378,0.00050378
329,894.588,0.93859,0.8675,1.49885,0.9696,0.97995,0.99246,0.80902,0.76814,0.46189,1.41253,0.00050095,0.00050095,0.00050095
330,897.121,0.96436,0.8655,1.54041,0.9786,0.97155,0.98993,0.79828,0.77991,0.46041,1.43778,0.000498121,0.000498121,0.000498121
331,899.67,0.9854,0.8747,1.55772,0.96763,0.95456,0.97452,0.82376,0.67129,0.43763,1.31,0.000495291,0.000495291,0.000495291
332,902.25,0.93543,0.86504,1.48657,0.94866,0.97022,0.97419,0.82703,0.67795,0.42556,1.30595,0.000492462,0.000492462,0.000492462
333,904.785,0.92045,0.87464,1.49111,0.98372,0.9656,0.98578,0.82172,0.66691,0.43408,1.3008,0.000489633,0.000489633,0.000489633
334,907.322,1.02704,0.93061,1.56991,0.95014,0.96589,0.98386,0.81179,0.68562,0.45434,1.30721,0.000486803,0.000486803,0.000486803
335,909.872,0.94585,0.83794,1.48687,0.96062,0.97481,0.98546,0.81,0.68745,0.44586,1.31692,0.000483974,0.000483974,0.000483974
336,912.474,0.91727,0.83603,1.45797,0.9849,0.97721,0.98545,0.81184,0.69422,0.4252,1.32756,0.000481144,0.000481144,0.000481144
337,915.026,0.95885,0.82691,1.52174,0.98829,0.97481,0.9838,0.8244,0.68603,0.41616,1.32257,0.000478315,0.000478315,0.000478315
338,917.564,0.9655,0.84988,1.51235,0.98536,0.97481,0.98383,0.80933,0.71535,0.45198,1.36593,0.000475485,0.000475485,0.000475485
339,920.086,0.9423,0.80852,1.47667,0.99079,0.96916,0.98436,0.81943,0.67766,0.45034,1.32501,0.000472656,0.000472656,0.000472656
340,922.725,0.9192,0.83193,1.46613,0.99267,0.96824,0.98184,0.80192,0.70966,0.4592,1.33024,0.000469827,0.000469827,0.000469827
341,925.264,0.94889,0.83227,1.49262,0.98192,0.96916,0.98317,0.81618,0.67677,0.42916,1.30763,0.000466997,0.000466997,0.000466997
342,927.795,0.91448,0.81018,1.49034,0.97941,0.96916,0.98198,0.82987,0.67482,0.4116,1.31128,0.000464168,0.000464168,0.000464168
343,930.35,0.93505,0.81508,1.47856,0.97458,0.96916,0.98103,0.81863,0.68879,0.42899,1.31304,0.000461338,0.000461338,0.000461338
344,932.937,0.99144,0.80982,1.51917,0.98404,0.9607,0.98085,0.81382,0.66574,0.42872,1.29258,0.000458509,0.000458509,0.000458509
345,935.529,0.92309,0.78202,1.46681,0.98949,0.95476,0.98117,0.81741,0.65389,0.41345,1.28932,0.00045568,0.00045568,0.00045568
346,938.107,0.99034,0.85534,1.52993,0.97926,0.97389,0.98196,0.82077,0.65695,0.41265,1.28154,0.00045285,0.00045285,0.00045285
347,940.669,0.93572,0.80201,1.49407,0.98676,0.97481,0.98244,0.8277,0.67278,0.4204,1.28151,0.000450021,0.000450021,0.000450021
348,943.351,0.95055,0.80335,1.48924,0.97137,0.95622,0.96883,0.81741,0.65374,0.41927,1.269,0.000447191,0.000447191,0.000447191
349,946.042,0.92745,0.79345,1.45515,0.96832,0.98046,0.98236,0.82217,0.64745,0.41128,1.26982,0.000444362,0.000444362,0.000444362
350,948.621,0.9193,0.85311,1.45749,0.96578,0.98077,0.98191,0.82445,0.66022,0.42353,1.27899,0.000441532,0.000441532,0.000441532
351,951.246,0.91145,0.83401,1.46747,0.97008,0.98611,0.9839,0.83411,0.64825,0.41344,1.26296,0.000438703,0.000438703,0.000438703
352,953.843,0.9535,0.84684,1.47922,0.9775,0.98611,0.98982,0.84678,0.62601,0.39408,1.23984,0.000435874,0.000435874,0.000435874
353,956.452,0.87027,0.76044,1.43664,0.97371,0.97556,0.98678,0.84362,0.60435,0.40094,1.23033,0.000433044,0.000433044,0.000433044
354,959.073,0.93946,0.8417,1.4563,0.9884,0.97288,0.98248,0.83751,0.60414,0.40254,1.22592,0.000430215,0.000430215,0.000430215
355,961.744,0.92583,0.78913,1.4641,0.9747,0.97164,0.98429,0.83981,0.60523,0.41976,1.22575,0.000427385,0.000427385,0.000427385
356,964.327,0.86664,0.74628,1.42805,0.96965,0.97481,0.98727,0.83322,0.60279,0.42293,1.22119,0.000424556,0.000424556,0.000424556
357,967.083,0.93868,0.79206,1.4865,0.98584,0.97848,0.98925,0.8383,0.62813,0.42647,1.25107,0.000421726,0.000421726,0.000421726
358,969.781,0.86672,0.74121,1.42551,0.98098,0.98046,0.99061,0.83424,0.64379,0.41949,1.27729,0.000418897,0.000418897,0.000418897
359,972.507,0.94443,0.75992,1.47938,0.98383,0.97376,0.99116,0.84734,0.61237,0.42337,1.25623,0.000416068,0.000416068,0.000416068
360,975.172,0.9076,0.79864,1.44292,0.98298,0.96967,0.99066,0.84722,0.61081,0.41031,1.25525,0.000413238,0.000413238,0.000413238
361,977.911,0.99851,0.84021,1.54535,0.98426,0.97095,0.99196,0.83926,0.64876,0.42625,1.28958,0.000410409,0.000410409,0.000410409
362,980.693,0.91749,0.78403,1.46036,0.9876,0.97923,0.99277,0.83925,0.61252,0.41375,1.23717,0.000407579,0.000407579,0.000407579
363,983.376,0.89126,0.77697,1.43604,0.97696,0.97639,0.99204,0.84154,0.60201,0.41544,1.2227,0.00040475,0.00040475,0.00040475
364,986.036,0.88394,0.77242,1.43073,0.98941,0.97481,0.98486,0.82496,0.64588,0.42173,1.26366,0.000401921,0.000401921,0.000401921
365,988.646,0.87708,0.77122,1.43874,0.98596,0.97829,0.99379,0.82358,0.63623,0.39821,1.24943,0.000399091,0.000399091,0.000399091
366,991.328,0.90443,0.78531,1.45153,0.98509,0.98046,0.99178,0.83153,0.61515,0.38715,1.22134,0.000396262,0.000396262,0.000396262
367,993.937,0.94323,0.85324,1.47631,0.97998,0.98046,0.99143,0.8432,0.6238,0.39289,1.22328,0.000393432,0.000393432,0.000393432
368,996.5,0.93746,0.87679,1.5499,0.96821,0.98046,0.99103,0.84092,0.62888,0.40028,1.22089,0.000390603,0.000390603,0.000390603
369,999.111,0.96222,0.84314,1.53704,0.98752,0.97072,0.98965,0.83999,0.63475,0.40253,1.23518,0.000387773,0.000387773,0.000387773
370,1001.73,0.89904,0.78432,1.4437,0.98186,0.98046,0.98909,0.84904,0.61364,0.40594,1.22809,0.000384944,0.000384944,0.000384944
371,1004.37,0.8567,0.72944,1.41221,0.98201,0.97481,0.98595,0.86212,0.57442,0.40321,1.18628,0.000382115,0.000382115,0.000382115
372,1007.11,0.8791,0.77422,1.43724,0.99211,0.97481,0.98589,0.84192,0.58945,0.39668,1.19839,0.000379285,0.000379285,0.000379285
373,1009.75,0.86203,0.82443,1.4226,0.98698,0.96916,0.98711,0.84426,0.60183,0.39173,1.22566,0.000376456,0.000376456,0.000376456
