epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,70.9225,2.48213,3.2318,3.1247,0.08259,0.41488,0.05582,0.01652,2.8191,8.39448,3.49112,0.0013809,0.0013809,0.0013809
19,73.6493,2.5108,3.22351,3.03621,0.07948,0.50173,0.09979,0.0238,2.78937,8.99984,3.43961,0.00137807,0.00137807,0.00137807
20,76.4703,2.51433,3.22911,3.10571,0.21598,0.44124,0.14779,0.05333,2.32149,3.36557,3.15795,0.00137524,0.00137524,0.00137524
21,79.239,2.39017,3.13058,2.9914,0.34711,0.28805,0.2368,0.08305,2.28269,2.94012,3.17982,0.00137241,0.00137241,0.00137241
22,82.0463,2.33555,3.11027,2.97278,0.47265,0.15141,0.20997,0.07325,2.32653,3.076,3.24889,0.00136958,0.00136958,0.00136958
23,84.8145,2.34017,3.03045,2.94151,0.46468,0.09409,0.06702,0.01808,2.49212,3.58097,3.46061,0.00136675,0.00136675,0.00136675
24,87.678,2.32596,3.14761,2.93555,0.50598,0.03917,0.06927,0.01617,2.09721,3.52979,3.86333,0.00136392,0.00136392,0.00136392
25,90.5984,2.31369,2.97693,2.896,0.14357,0.16398,0.0647,0.02502,2.13224,3.61281,3.82907,0.00136109,0.00136109,0.00136109
26,93.3123,2.22455,2.96672,2.82087,0.22256,0.22354,0.12766,0.04245,2.10086,3.20043,3.18479,0.00135826,0.00135826,0.00135826
27,95.9858,2.17841,3.01897,2.81128,0.23091,0.31681,0.15166,0.05288,2.04037,3.32598,3.20756,0.00135544,0.00135544,0.00135544
28,98.7787,2.17252,2.97105,2.79796,0.44468,0.42671,0.28466,0.08991,2.09837,2.79579,3.03328,0.00135261,0.00135261,0.00135261
29,101.56,2.11306,2.92311,2.74182,0.21889,0.43425,0.22569,0.07409,2.17754,3.21528,3.05887,0.00134978,0.00134978,0.00134978
30,104.618,2.11184,2.83263,2.74453,0.53838,0.31224,0.21859,0.06627,2.00505,4.91303,2.88811,0.00134695,0.00134695,0.00134695
31,107.562,2.02968,2.72991,2.70461,0.25867,0.48644,0.27722,0.10746,1.92585,3.13794,2.80457,0.00134412,0.00134412,0.00134412
32,110.712,2.04917,2.83323,2.69537,0.45234,0.19699,0.1626,0.0633,1.9557,2.78101,3.05298,0.00134129,0.00134129,0.00134129
33,113.586,2.10581,2.78108,2.73499,0.43015,0.4287,0.31412,0.11412,1.80017,2.89671,2.86721,0.00133846,0.00133846,0.00133846
34,116.323,2.04779,2.77247,2.71035,0.25923,0.41624,0.21433,0.07001,2.0318,2.89194,3.01084,0.00133563,0.00133563,0.00133563
35,119.059,2.04313,2.71973,2.68662,0.21044,0.36365,0.22983,0.08218,1.89799,2.86519,2.87895,0.0013328,0.0013328,0.0013328
36,121.73,1.98856,2.67737,2.63944,0.25008,0.57994,0.34182,0.11513,1.87304,3.0978,2.78039,0.00132997,0.00132997,0.00132997
37,124.453,1.97301,2.73064,2.61096,0.34566,0.47919,0.34322,0.11737,1.83932,2.80406,2.7684,0.00132714,0.00132714,0.00132714
38,127.092,1.95529,2.59267,2.57968,0.27036,0.42486,0.26419,0.10333,1.93055,2.69914,2.88596,0.00132431,0.00132431,0.00132431
39,129.716,1.97938,2.69815,2.5777,0.35298,0.5943,0.40658,0.1484,1.82981,2.97325,2.73994,0.00132148,0.00132148,0.00132148
40,132.41,2.00932,2.63167,2.61423,0.40018,0.35048,0.29929,0.10749,1.81956,3.04933,2.73482,0.00131865,0.00131865,0.00131865
41,135.113,1.92965,2.51974,2.57336,0.36734,0.59642,0.39252,0.14051,1.76467,3.08003,2.65191,0.00131582,0.00131582,0.00131582
42,137.751,1.91026,2.55186,2.55057,0.31395,0.47917,0.40062,0.16582,1.87799,2.6389,2.78583,0.00131299,0.00131299,0.00131299
43,140.441,1.91198,2.49253,2.55459,0.33815,0.43651,0.40311,0.15967,1.91943,2.33096,2.82099,0.00131016,0.00131016,0.00131016
44,143.147,1.89777,2.52687,2.54722,0.38542,0.40428,0.42086,0.15987,1.78531,2.40001,2.71827,0.00130733,0.00130733,0.00130733
45,145.892,1.88456,2.54103,2.52785,0.40998,0.52128,0.37842,0.11443,1.89162,2.60062,2.83474,0.00130451,0.00130451,0.00130451
46,148.579,1.79255,2.46568,2.47884,0.55905,0.54765,0.5622,0.225,1.67764,2.21773,2.55398,0.00130168,0.00130168,0.00130168
47,151.275,1.8546,2.51269,2.51198,0.50333,0.55051,0.45708,0.18055,1.70731,3.04575,2.65505,0.00129885,0.00129885,0.00129885
48,153.952,1.89617,2.41215,2.48476,0.45045,0.52467,0.45206,0.187,1.69918,2.81876,2.60691,0.00129602,0.00129602,0.00129602
49,156.637,1.85128,2.40964,2.49123,0.37302,0.68653,0.46166,0.1673,1.6649,2.69667,2.54119,0.00129319,0.00129319,0.00129319
50,159.415,1.89196,2.4111,2.52715,0.37893,0.60081,0.52554,0.21766,1.6869,2.33667,2.51897,0.00129036,0.00129036,0.00129036
51,162.174,1.85536,2.36567,2.4788,0.4267,0.50951,0.43928,0.17648,1.94896,3.42222,2.82826,0.00128753,0.00128753,0.00128753
52,164.816,1.8331,2.39535,2.47936,0.79021,0.4369,0.63009,0.28806,1.54987,2.17092,2.46806,0.0012847,0.0012847,0.0012847
53,167.483,1.82198,2.39098,2.47005,0.4241,0.51709,0.4224,0.1617,1.77956,2.31245,2.68968,0.00128187,0.00128187,0.00128187
54,170.139,1.76443,2.27738,2.4561,0.50867,0.52916,0.4993,0.19097,1.65227,2.12688,2.56465,0.00127904,0.00127904,0.00127904
55,172.758,1.71233,2.2962,2.38082,0.68108,0.34779,0.42087,0.18944,1.54349,2.28885,2.47499,0.00127621,0.00127621,0.00127621
56,175.436,1.79884,2.40178,2.42892,0.54578,0.5737,0.55344,0.21963,1.74093,2.13291,2.59574,0.00127338,0.00127338,0.00127338
57,178.156,1.72359,2.24769,2.36216,0.55167,0.56968,0.6045,0.23236,1.69215,2.117,2.57333,0.00127055,0.00127055,0.00127055
58,180.937,1.76029,2.25052,2.39587,0.52817,0.57237,0.4977,0.20978,1.72544,2.35606,2.62816,0.00126772,0.00126772,0.00126772
59,183.669,1.6987,2.19725,2.33981,0.65621,0.49398,0.58974,0.24542,1.70551,2.34293,2.62949,0.00126489,0.00126489,0.00126489
60,186.552,1.71009,2.21453,2.35952,0.63708,0.4702,0.54707,0.2268,1.66681,2.40835,2.51706,0.00126206,0.00126206,0.00126206
61,189.229,1.77958,2.27978,2.40443,0.55949,0.55473,0.55369,0.26472,1.62511,2.08457,2.49207,0.00125923,0.00125923,0.00125923
62,191.897,1.6809,2.16901,2.31316,0.47151,0.64934,0.59981,0.30017,1.5561,2.33657,2.37713,0.00125641,0.00125641,0.00125641
63,194.479,1.71165,2.13457,2.35512,0.46176,0.59284,0.49334,0.21907,1.51029,2.0632,2.41742,0.00125358,0.00125358,0.00125358
64,197.057,1.7044,2.16244,2.31111,0.41539,0.68903,0.65697,0.29864,1.45307,1.94693,2.32595,0.00125075,0.00125075,0.00125075
65,199.585,1.70253,2.17946,2.30924,0.80191,0.62665,0.70476,0.30025,1.54341,1.88738,2.42951,0.00124792,0.00124792,0.00124792
66,202.178,1.64005,2.11044,2.25422,0.7414,0.57465,0.70391,0.32335,1.48618,1.94948,2.39625,0.00124509,0.00124509,0.00124509
67,204.748,1.73358,2.15425,2.29392,0.73464,0.60434,0.70664,0.33068,1.67437,1.679,2.56436,0.00124226,0.00124226,0.00124226
68,207.329,1.70403,2.06062,2.28711,0.5341,0.61803,0.70572,0.28523,1.69725,1.96863,2.59071,0.00123943,0.00123943,0.00123943
69,209.947,1.65431,2.02253,2.25867,0.80803,0.6008,0.74356,0.33638,1.57425,1.6482,2.50488,0.0012366,0.0012366,0.0012366
70,212.538,1.66357,1.96081,2.27442,0.67202,0.5458,0.65162,0.29325,1.636,1.79855,2.51741,0.00123377,0.00123377,0.00123377
71,215.129,1.63268,1.98537,2.26014,0.62937,0.64534,0.707,0.30437,1.74694,1.79191,2.54629,0.00123094,0.00123094,0.00123094
72,217.731,1.6574,1.90973,2.22725,0.71515,0.63192,0.71873,0.38165,1.45305,1.65165,2.31652,0.00122811,0.00122811,0.00122811
73,220.33,1.6121,2.04952,2.24441,0.79784,0.61927,0.76488,0.43018,1.40782,1.47264,2.27153,0.00122528,0.00122528,0.00122528
74,222.959,1.59648,1.90956,2.22326,0.75816,0.63101,0.74798,0.35603,1.52212,1.64744,2.37308,0.00122245,0.00122245,0.00122245
75,225.518,1.6448,1.89601,2.24857,0.75125,0.60406,0.73149,0.32684,1.48909,2.03416,2.32746,0.00121962,0.00121962,0.00121962
76,228.123,1.63827,2.00378,2.24499,0.71658,0.71398,0.755,0.37367,1.51533,1.64433,2.35438,0.00121679,0.00121679,0.00121679
77,230.693,1.63496,1.99822,2.24027,0.8546,0.63128,0.73755,0.32484,1.73655,1.61535,2.64677,0.00121396,0.00121396,0.00121396
78,233.418,1.60974,2.02284,2.257,0.80847,0.70942,0.78467,0.42844,1.42431,1.58487,2.25762,0.00121113,0.00121113,0.00121113
79,236.025,1.63974,1.97059,2.23636,0.78528,0.72246,0.79354,0.43983,1.46094,1.38958,2.31665,0.00120831,0.00120831,0.00120831
80,238.587,1.61858,1.87585,2.24061,0.79649,0.6489,0.78931,0.40769,1.61925,1.39166,2.45143,0.00120548,0.00120548,0.00120548
81,241.22,1.65388,2.03761,2.28633,0.92531,0.59821,0.78339,0.34575,1.59061,1.48523,2.4622,0.00120265,0.00120265,0.00120265
82,243.856,1.56673,1.95141,2.20452,0.72096,0.76554,0.78663,0.46384,1.32134,1.45761,2.16122,0.00119982,0.00119982,0.00119982
83,246.441,1.60109,1.92008,2.20224,0.75853,0.6784,0.76423,0.41736,1.38948,1.66306,2.21766,0.00119699,0.00119699,0.00119699
84,249.059,1.54978,1.84689,2.16172,0.81545,0.56752,0.70929,0.39129,1.49017,1.74361,2.31818,0.00119416,0.00119416,0.00119416
85,251.677,1.57975,1.9287,2.17131,0.8441,0.72378,0.80711,0.44681,1.43387,1.58673,2.22792,0.00119133,0.00119133,0.00119133
86,254.285,1.60391,1.85593,2.19854,0.83158,0.71552,0.81326,0.46576,1.35828,1.3313,2.2033,0.0011885,0.0011885,0.0011885
87,256.998,1.54931,1.94404,2.18999,0.73313,0.68088,0.79422,0.47175,1.31088,1.41042,2.17765,0.00118567,0.00118567,0.00118567
88,259.605,1.57984,1.87406,2.14864,0.71972,0.66268,0.80324,0.42981,1.41754,1.71836,2.24721,0.00118284,0.00118284,0.00118284
89,262.154,1.54623,1.89771,2.13246,0.76477,0.69562,0.77354,0.40683,1.53649,1.84079,2.34586,0.00118001,0.00118001,0.00118001
90,264.796,1.5162,1.74726,2.13155,0.79881,0.71813,0.781,0.44604,1.37705,1.41997,2.23171,0.00117718,0.00117718,0.00117718
91,267.354,1.54216,1.77838,2.14792,0.75405,0.70034,0.80293,0.45659,1.38406,1.36362,2.18773,0.00117435,0.00117435,0.00117435
92,269.955,1.5605,1.7572,2.1684,0.74433,0.70829,0.81089,0.45017,1.41262,1.39762,2.24671,0.00117152,0.00117152,0.00117152
93,272.547,1.57231,1.75256,2.14246,0.82788,0.72195,0.82848,0.49346,1.36005,1.23324,2.18197,0.00116869,0.00116869,0.00116869
94,275.139,1.5141,1.76546,2.12962,0.89571,0.69101,0.87448,0.50488,1.29909,1.22148,2.11776,0.00116586,0.00116586,0.00116586
95,277.873,1.49686,1.75058,2.07206,0.76931,0.79916,0.84852,0.44365,1.45134,1.25245,2.28826,0.00116303,0.00116303,0.00116303
96,280.574,1.53276,1.70007,2.0977,0.82698,0.78626,0.8594,0.5092,1.2562,1.19344,2.06243,0.00116021,0.00116021,0.00116021
97,283.276,1.58974,1.762,2.1199,0.80131,0.68675,0.82964,0.44775,1.38008,1.34492,2.20352,0.00115738,0.00115738,0.00115738
98,285.848,1.51404,1.71943,2.0778,0.82155,0.77068,0.88571,0.49673,1.39851,1.26659,2.19822,0.00115455,0.00115455,0.00115455
99,288.428,1.43247,1.59975,2.04258,0.76061,0.79041,0.85325,0.4636,1.37912,1.24002,2.18353,0.00115172,0.00115172,0.00115172
100,290.999,1.54905,1.77248,2.16758,0.84575,0.78238,0.83643,0.47966,1.3874,1.24969,2.19137,0.00114889,0.00114889,0.00114889
101,293.604,1.53295,1.69825,2.10873,0.82239,0.70727,0.8118,0.48896,1.334,1.3069,2.12068,0.00114606,0.00114606,0.00114606
102,296.199,1.54899,1.74661,2.1259,0.79221,0.76536,0.87359,0.51691,1.27724,1.21432,2.07844,0.00114323,0.00114323,0.00114323
103,298.802,1.54242,1.71537,2.11888,0.85706,0.78245,0.87271,0.52811,1.2638,1.10468,2.04475,0.0011404,0.0011404,0.0011404
104,301.489,1.49967,1.67043,2.06254,0.8836,0.70187,0.83966,0.49934,1.35268,1.10684,2.14435,0.00113757,0.00113757,0.00113757
105,304.11,1.51354,1.66509,2.11926,0.81678,0.75727,0.83853,0.49066,1.26885,1.15579,2.11347,0.00113474,0.00113474,0.00113474
106,306.714,1.52752,1.72525,2.10753,0.71421,0.83934,0.87725,0.47802,1.35188,1.37694,2.1347,0.00113191,0.00113191,0.00113191
107,309.262,1.54048,1.70401,2.08957,0.83428,0.77378,0.88634,0.51879,1.25795,1.18239,2.03624,0.00112908,0.00112908,0.00112908
108,311.934,1.48098,1.62853,2.03183,0.85431,0.68912,0.85988,0.5043,1.3003,1.14164,2.0716,0.00112625,0.00112625,0.00112625
109,314.483,1.56565,1.75313,2.11507,0.81144,0.75835,0.84015,0.48371,1.34852,1.10063,2.13434,0.00112342,0.00112342,0.00112342
110,317.066,1.47105,1.67276,2.01942,0.86778,0.82123,0.89284,0.54297,1.25788,1.00488,2.01349,0.00112059,0.00112059,0.00112059
111,319.666,1.40895,1.54539,1.97905,0.87068,0.80302,0.9004,0.49121,1.41947,1.08731,2.20903,0.00111776,0.00111776,0.00111776
112,322.335,1.48511,1.62175,2.05404,0.76881,0.77841,0.8552,0.52929,1.30261,1.0953,2.0712,0.00111493,0.00111493,0.00111493
113,324.921,1.49536,1.70984,2.09331,0.77834,0.84536,0.88204,0.54062,1.29601,1.0781,2.07337,0.0011121,0.0011121,0.0011121
114,327.518,1.39664,1.51738,1.97716,0.86845,0.8524,0.93275,0.55903,1.21483,1.04229,2.02122,0.00110928,0.00110928,0.00110928
115,330.104,1.47647,1.62904,2.02009,0.85401,0.83304,0.90012,0.54302,1.35762,1.01718,2.1589,0.00110645,0.00110645,0.00110645
116,332.653,1.47655,1.67423,2.06486,0.85004,0.79932,0.91228,0.57514,1.23882,1.04891,2.04231,0.00110362,0.00110362,0.00110362
117,335.297,1.43432,1.54999,2.02702,0.78058,0.83545,0.9076,0.58317,1.20422,1.03764,1.98616,0.00110079,0.00110079,0.00110079
118,337.87,1.43001,1.59281,2.023,0.90529,0.76951,0.89645,0.55189,1.26374,1.07832,2.01542,0.00109796,0.00109796,0.00109796
119,340.469,1.40368,1.56793,1.99351,0.88178,0.75989,0.8409,0.54817,1.21508,0.99755,2.04999,0.00109513,0.00109513,0.00109513
120,343.105,1.41648,1.50719,1.97872,0.8728,0.81894,0.88799,0.53612,1.26104,1.05185,2.05487,0.0010923,0.0010923,0.0010923
121,345.712,1.51172,1.57915,2.04753,0.82686,0.87421,0.90297,0.54474,1.25228,0.9794,2.04637,0.00108947,0.00108947,0.00108947
122,348.323,1.4617,1.62959,1.99526,0.8632,0.82056,0.87143,0.57756,1.15048,0.96635,1.92446,0.00108664,0.00108664,0.00108664
123,350.891,1.34707,1.50479,1.93659,0.88944,0.86582,0.90711,0.57736,1.16413,1.02572,1.95166,0.00108381,0.00108381,0.00108381
124,353.435,1.40421,1.53923,1.95777,0.92726,0.82633,0.90427,0.58872,1.14384,0.95119,1.89677,0.00108098,0.00108098,0.00108098
125,356.009,1.43081,1.55339,2.00993,0.86497,0.86629,0.89854,0.57966,1.11843,0.8855,1.91519,0.00107815,0.00107815,0.00107815
126,358.581,1.40727,1.52402,1.98003,0.92834,0.88008,0.9179,0.53089,1.35996,0.94022,2.15562,0.00107532,0.00107532,0.00107532
127,361.174,1.42902,1.53949,2.00464,0.89339,0.82712,0.90929,0.57616,1.18631,0.90406,1.95885,0.00107249,0.00107249,0.00107249
128,363.772,1.39981,1.46066,1.95069,0.9052,0.83399,0.87548,0.53819,1.30105,1.07341,2.04896,0.00106966,0.00106966,0.00106966
129,366.494,1.40142,1.44731,1.97142,0.80714,0.86434,0.88104,0.56206,1.17419,1.01758,1.90975,0.00106683,0.00106683,0.00106683
130,369.104,1.42655,1.63115,1.97757,0.91283,0.77702,0.88667,0.56041,1.17209,0.96565,1.92589,0.001064,0.001064,0.001064
131,371.691,1.39901,1.48882,1.97062,0.8819,0.77895,0.88507,0.52152,1.32528,1.03837,2.08653,0.00106118,0.00106118,0.00106118
132,374.284,1.44443,1.55735,2.0123,0.85084,0.85228,0.92148,0.54712,1.28805,1.01376,2.06539,0.00105835,0.00105835,0.00105835
133,376.843,1.41964,1.45002,1.97399,0.906,0.91858,0.92221,0.59547,1.16734,0.88497,1.94913,0.00105552,0.00105552,0.00105552
134,379.378,1.39084,1.49659,1.92427,0.90283,0.9162,0.93671,0.58146,1.20514,0.8344,1.96329,0.00105269,0.00105269,0.00105269
135,381.963,1.33641,1.39316,1.88558,0.91925,0.72751,0.89966,0.58571,1.13654,0.9781,1.92719,0.00104986,0.00104986,0.00104986
136,384.529,1.38598,1.5085,1.95642,0.82776,0.86983,0.90682,0.59279,1.12283,0.92162,1.91788,0.00104703,0.00104703,0.00104703
137,387.168,1.36817,1.49258,1.92894,0.89404,0.81906,0.91398,0.61657,1.11068,0.87224,1.88712,0.0010442,0.0010442,0.0010442
138,389.764,1.38935,1.49214,1.95984,0.85242,0.8369,0.90748,0.58842,1.22496,0.92542,1.96041,0.00104137,0.00104137,0.00104137
139,392.348,1.44536,1.658,2.00968,0.90501,0.79173,0.89511,0.56778,1.1935,0.97373,1.98865,0.00103854,0.00103854,0.00103854
140,394.91,1.38881,1.54951,1.9476,0.88533,0.82749,0.91353,0.57284,1.13943,1.07611,1.92218,0.00103571,0.00103571,0.00103571
141,397.488,1.35269,1.47523,1.92247,0.87663,0.89666,0.95865,0.62433,1.08398,0.88516,1.8477,0.00103288,0.00103288,0.00103288
142,400.051,1.38349,1.38865,1.94051,0.89967,0.83206,0.93028,0.58709,1.12981,0.92326,1.87332,0.00103005,0.00103005,0.00103005
143,402.563,1.37182,1.44419,1.91423,0.85114,0.90264,0.93159,0.60736,1.10584,0.9294,1.87594,0.00102722,0.00102722,0.00102722
144,405.13,1.34145,1.41214,1.88144,0.89456,0.86175,0.92246,0.5651,1.26491,0.90634,2.02891,0.00102439,0.00102439,0.00102439
145,407.67,1.41191,1.46164,1.9539,0.9112,0.83982,0.92311,0.58442,1.19976,0.90782,1.96865,0.00102156,0.00102156,0.00102156
146,410.211,1.37331,1.44073,1.96045,0.87964,0.90574,0.9535,0.63133,1.10172,0.8799,1.83139,0.00101873,0.00101873,0.00101873
147,412.86,1.37928,1.42864,1.93495,0.87049,0.84675,0.92654,0.61068,1.16939,0.92434,1.91505,0.0010159,0.0010159,0.0010159
148,415.435,1.39232,1.49766,1.93884,0.87332,0.89982,0.932,0.61023,1.13044,0.87584,1.91176,0.00101308,0.00101308,0.00101308
149,417.955,1.29841,1.36689,1.88122,0.89902,0.87009,0.94086,0.63608,1.12168,0.80367,1.91131,0.00101025,0.00101025,0.00101025
150,420.557,1.41996,1.4347,1.94324,0.94346,0.851,0.93602,0.64067,1.12457,0.8189,1.85625,0.00100742,0.00100742,0.00100742
151,423.128,1.2825,1.35903,1.86075,0.88561,0.85951,0.92896,0.6327,1.11244,0.82353,1.85073,0.00100459,0.00100459,0.00100459
152,425.669,1.32816,1.40219,1.88672,0.88309,0.87453,0.92484,0.64064,1.06967,0.86985,1.83216,0.00100176,0.00100176,0.00100176
153,428.273,1.38153,1.39276,1.91106,0.77343,0.94138,0.90579,0.59276,1.13225,1.0128,1.8893,0.000998928,0.000998928,0.000998928
154,430.851,1.32906,1.31893,1.90792,0.86278,0.92544,0.92802,0.63345,1.0805,0.85477,1.82116,0.000996099,0.000996099,0.000996099
155,433.386,1.28428,1.30517,1.86317,0.87208,0.8963,0.92638,0.65272,1.04115,0.82623,1.80545,0.000993269,0.000993269,0.000993269
156,436.056,1.29347,1.32971,1.86927,0.91129,0.88561,0.94091,0.64072,1.1058,0.8658,1.8749,0.00099044,0.00099044,0.00099044
157,438.696,1.30862,1.44167,1.86965,0.882,0.88457,0.93929,0.64047,1.09015,0.99162,1.8457,0.00098761,0.00098761,0.00098761
158,441.293,1.31153,1.34695,1.85776,0.9101,0.84097,0.91814,0.6189,1.09866,0.81449,1.80117,0.000984781,0.000984781,0.000984781
159,443.827,1.283,1.32703,1.84267,0.89072,0.75657,0.91173,0.66084,1.02137,0.81338,1.7318,0.000981952,0.000981952,0.000981952
160,446.378,1.28631,1.33695,1.86456,0.93294,0.79401,0.91506,0.60541,1.15741,0.827,1.8817,0.000979122,0.000979122,0.000979122
161,448.887,1.31454,1.41685,1.85203,0.89288,0.91903,0.93128,0.62273,1.0996,0.828,1.83732,0.000976293,0.000976293,0.000976293
162,451.406,1.27656,1.27336,1.84715,0.92645,0.91884,0.95732,0.64904,1.09246,0.83421,1.84409,0.000973463,0.000973463,0.000973463
163,453.935,1.31184,1.37516,1.88376,0.92764,0.91314,0.95013,0.64483,1.07936,0.76947,1.82028,0.000970634,0.000970634,0.000970634
164,456.53,1.29722,1.35891,1.87512,0.87704,0.92903,0.93407,0.65573,1.04034,0.70758,1.77126,0.000967805,0.000967805,0.000967805
165,459.077,1.25994,1.30896,1.85473,0.96025,0.88739,0.94246,0.65134,1.0901,0.75941,1.82987,0.000964975,0.000964975,0.000964975
166,461.619,1.27417,1.30622,1.80903,0.91154,0.90839,0.97016,0.63583,1.09249,0.76239,1.83851,0.000962146,0.000962146,0.000962146
167,464.176,1.24859,1.29084,1.82225,0.90666,0.93573,0.9652,0.66281,0.99646,0.6972,1.70722,0.000959316,0.000959316,0.000959316
168,466.73,1.26828,1.32104,1.81615,0.89154,0.86045,0.92697,0.64353,1.03459,0.72503,1.7304,0.000956487,0.000956487,0.000956487
169,469.373,1.27273,1.2521,1.83187,0.90583,0.91396,0.95136,0.66105,1.07014,0.75891,1.77522,0.000953657,0.000953657,0.000953657
170,472.096,1.28547,1.28464,1.84147,0.8431,0.88182,0.92518,0.6026,1.12442,0.91001,1.87286,0.000950828,0.000950828,0.000950828
171,474.735,1.32514,1.30848,1.86495,0.82478,0.90375,0.91953,0.62966,1.07147,0.81178,1.80563,0.000947999,0.000947999,0.000947999
172,477.318,1.28966,1.33519,1.82997,0.94106,0.83282,0.94275,0.68168,1.00993,0.72146,1.72062,0.000945169,0.000945169,0.000945169
173,480.049,1.26336,1.27431,1.79412,0.90912,0.90489,0.94915,0.64772,1.0402,0.81934,1.74756,0.00094234,0.00094234,0.00094234
174,482.643,1.25916,1.24228,1.78383,0.93576,0.94397,0.97198,0.66987,1.0488,0.74869,1.76413,0.00093951,0.00093951,0.00093951
175,485.282,1.23676,1.28807,1.82286,0.8977,0.93501,0.95423,0.67038,1.05895,0.7254,1.77209,0.000936681,0.000936681,0.000936681
176,487.925,1.23289,1.23637,1.81489,0.92015,0.8951,0.95163,0.66253,1.05331,0.7268,1.78295,0.000933851,0.000933851,0.000933851
177,490.518,1.23259,1.25244,1.77381,0.90855,0.85236,0.91701,0.61702,1.0813,0.769,1.82095,0.000931022,0.000931022,0.000931022
178,493.109,1.26118,1.35338,1.79442,0.88217,0.91055,0.93411,0.64688,0.99869,0.75718,1.73671,0.000928193,0.000928193,0.000928193
179,495.68,1.30539,1.3077,1.80651,0.84472,0.91431,0.91813,0.64539,0.98149,0.78024,1.71196,0.000925363,0.000925363,0.000925363
180,498.3,1.25046,1.2369,1.78321,0.92641,0.90231,0.9494,0.66402,0.99807,0.73855,1.73078,0.000922534,0.000922534,0.000922534
181,501.037,1.24231,1.2176,1.78351,0.92835,0.8956,0.93864,0.69162,0.9711,0.71414,1.69615,0.000919704,0.000919704,0.000919704
182,503.684,1.24517,1.24583,1.80506,0.87743,0.91272,0.94407,0.66271,1.04614,0.74558,1.75249,0.000916875,0.000916875,0.000916875
183,506.365,1.20115,1.13494,1.74234,0.91316,0.94897,0.95643,0.6618,1.01949,0.74216,1.73287,0.000914046,0.000914046,0.000914046
184,509.024,1.27237,1.20277,1.79868,0.92333,0.9527,0.97631,0.67027,0.98462,0.71951,1.73192,0.000911216,0.000911216,0.000911216
185,511.697,1.27872,1.25168,1.82077,0.88592,0.96092,0.95557,0.66009,1.00486,0.74102,1.69789,0.000908387,0.000908387,0.000908387
186,514.28,1.29296,1.23377,1.82676,0.8251,0.91388,0.95166,0.66094,1.02337,0.72458,1.73377,0.000905557,0.000905557,0.000905557
